2026-09-25 04:54:49 - Step 1 | Zone 2 | REJECTED [SOC_LOW] | SOC 0.000 | Proposed -0.154 -> Applied 0.100 | Battery SOC is below the safe minimum. Continuing to discharge risks an empty battery and forced grid import.
2026-09-25 04:58:04 - Step 1057 | Zone 4 | REJECTED [SOC_HIGH] | SOC 1.000 | Proposed 0.379 -> Applied -0.100 | Battery SOC is above the safe maximum. Continuing to charge risks overcharge and battery degradation.
2026-09-25 04:58:04 - Step 1058 | Zone 0 | REJECTED [SOC_HIGH] | SOC 1.000 | Proposed 0.478 -> Applied -0.100 | Battery SOC is above the safe maximum. Continuing to charge risks overcharge and battery degradation.
2026-09-25 04:58:04 - Step 1058 | Zone 1 | REJECTED [SOC_HIGH] | SOC 1.000 | Proposed -0.013 -> Applied -0.100 | Battery SOC is above the safe maximum. Continuing to charge risks overcharge and battery degradation.
2026-09-25 04:58:04 - Step 1059 | Zone 3 | REJECTED [SOC_HIGH] | SOC 0.966 | Proposed 0.102 -> Applied -0.100 | Battery SOC is above the safe maximum. Continuing to charge risks overcharge and battery degradation.
2026-09-25 04:58:04 - Step 1059 | Zone 4 | REJECTED [SOC_HIGH] | SOC 1.000 | Proposed 0.385 -> Applied -0.100 | Battery SOC is above the safe maximum. Continuing to charge risks overcharge and battery degradation.
2026-09-25 04:58:04 - Step 1060 | Zone 1 | REJECTED [SOC_HIGH] | SOC 1.000 | Proposed 0.136 -> Applied -0.100 | Battery SOC is above the safe maximum. Continuing to charge risks overcharge and battery degradation.
2026-09-25 04:58:05 - Step 1063 | Zone 4 | REJECTED [DEMAND_SPIKE] | SOC 0.475 | Proposed 0.076 -> Applied 0.000 | Building demand exceeded the allowed multiple of its recent average. Charging now would add to a demand spike and raise peak-demand cost.
2026-09-25 04:58:06 - Step 1068 | Zone 4 | REJECTED [SOC_LOW] | SOC 0.000 | Proposed -0.243 -> Applied 0.100 | Battery SOC is below the safe minimum. Continuing to discharge risks an empty battery and forced grid import.
2026-09-25 04:58:07 - Step 1073 | Zone 0 | REJECTED [SOC_LOW] | SOC 0.000 | Proposed 0.041 -> Applied 0.100 | Battery SOC is below the safe minimum. Continuing to discharge risks an empty battery and forced grid import.
2026-09-25 04:58:07 - Step 1074 | Zone 2 | REJECTED [SOC_LOW] | SOC 0.000 | Proposed -0.035 -> Applied 0.100 | Battery SOC is below the safe minimum. Continuing to discharge risks an empty battery and forced grid import.
2026-09-25 04:58:08 - Step 1075 | Zone 4 | REJECTED [SOC_LOW] | SOC 0.000 | Proposed -0.171 -> Applied 0.100 | Battery SOC is below the safe minimum. Continuing to discharge risks an empty battery and forced grid import.
2026-09-25 04:58:09 - Step 1081 | Zone 0 | REJECTED [SOC_HIGH] | SOC 1.000 | Proposed 0.350 -> Applied -0.100 | Battery SOC is above the safe maximum. Continuing to charge risks overcharge and battery degradation.
2026-09-25 04:58:09 - Step 1082 | Zone 3 | REJECTED [SOC_HIGH] | SOC 1.000 | Proposed 0.085 -> Applied -0.100 | Battery SOC is above the safe maximum. Continuing to charge risks overcharge and battery degradation.
2026-09-25 04:58:10 - Step 1085 | Zone 1 | REJECTED [DEMAND_SPIKE] | SOC 0.683 | Proposed 0.032 -> Applied 0.000 | Building demand exceeded the allowed multiple of its recent average. Charging now would add to a demand spike and raise peak-demand cost.
2026-09-25 04:58:10 - Step 1085 | Zone 2 | REJECTED [SOC_LOW] | SOC 0.000 | Proposed -0.118 -> Applied 0.100 | Battery SOC is below the safe minimum. Continuing to discharge risks an empty battery and forced grid import.
2026-09-25 04:58:12 - Step 1092 | Zone 1 | REJECTED [SOC_LOW] | SOC 0.000 | Proposed -0.204 -> Applied 0.100 | Battery SOC is below the safe minimum. Continuing to discharge risks an empty battery and forced grid import.
2026-09-25 04:58:12 - Step 1094 | Zone 2 | REJECTED [SOC_HIGH] | SOC 0.952 | Proposed -0.000 -> Applied -0.100 | Battery SOC is above the safe maximum. Continuing to charge risks overcharge and battery degradation.
2026-09-25 04:58:13 - Step 1099 | Zone 2 | REJECTED [SOC_LOW] | SOC 0.000 | Proposed -0.192 -> Applied 0.100 | Battery SOC is below the safe minimum. Continuing to discharge risks an empty battery and forced grid import.
2026-09-25 04:58:15 - Step 1105 | Zone 0 | REJECTED [SOC_HIGH] | SOC 1.000 | Proposed -0.030 -> Applied -0.100 | Battery SOC is above the safe maximum. Continuing to charge risks overcharge and battery degradation.
2026-09-25 04:58:15 - Step 1105 | Zone 2 | REJECTED [SOC_HIGH] | SOC 1.000 | Proposed 0.078 -> Applied -0.100 | Battery SOC is above the safe maximum. Continuing to charge risks overcharge and battery degradation.
2026-09-25 04:58:15 - Step 1105 | Zone 4 | REJECTED [SOC_HIGH] | SOC 1.000 | Proposed 0.003 -> Applied -0.100 | Battery SOC is above the safe maximum. Continuing to charge risks overcharge and battery degradation.
2026-09-25 04:58:15 - Step 1107 | Zone 2 | REJECTED [SOC_HIGH] | SOC 1.000 | Proposed 0.054 -> Applied -0.100 | Battery SOC is above the safe maximum. Continuing to charge risks overcharge and battery degradation.
2026-09-25 04:58:15 - Step 1108 | Zone 3 | REJECTED [SOC_HIGH] | SOC 0.999 | Proposed 0.307 -> Applied -0.100 | Battery SOC is above the safe maximum. Continuing to charge risks overcharge and battery degradation.
2026-09-25 04:58:16 - Step 1110 | Zone 3 | REJECTED [SOC_HIGH] | SOC 1.000 | Proposed 0.375 -> Applied -0.100 | Battery SOC is above the safe maximum. Continuing to charge risks overcharge and battery degradation.
2026-09-25 04:58:17 - Step 1113 | Zone 1 | REJECTED [SOC_LOW] | SOC 0.000 | Proposed -0.260 -> Applied 0.100 | Battery SOC is below the safe minimum. Continuing to discharge risks an empty battery and forced grid import.
2026-09-25 04:58:17 - Step 1116 | Zone 1 | REJECTED [SOC_LOW] | SOC 0.000 | Proposed -0.290 -> Applied 0.100 | Battery SOC is below the safe minimum. Continuing to discharge risks an empty battery and forced grid import.
2026-09-25 04:58:18 - Step 1118 | Zone 1 | REJECTED [SOC_LOW] | SOC 0.000 | Proposed -0.004 -> Applied 0.100 | Battery SOC is below the safe minimum. Continuing to discharge risks an empty battery and forced grid import.
2026-09-25 04:58:18 - Step 1120 | Zone 0 | REJECTED [SOC_LOW] | SOC 0.000 | Proposed -0.324 -> Applied 0.100 | Battery SOC is below the safe minimum. Continuing to discharge risks an empty battery and forced grid import.
2026-09-25 04:58:19 - Step 1124 | Zone 0 | REJECTED [SOC_LOW] | SOC 0.000 | Proposed -0.360 -> Applied 0.100 | Battery SOC is below the safe minimum. Continuing to discharge risks an empty battery and forced grid import.
2026-09-25 04:58:20 - Step 1126 | Zone 1 | REJECTED [SOC_HIGH] | SOC 1.000 | Proposed 0.405 -> Applied -0.100 | Battery SOC is above the safe maximum. Continuing to charge risks overcharge and battery degradation.
2026-09-25 04:58:20 - Step 1127 | Zone 4 | REJECTED [SOC_HIGH] | SOC 1.000 | Proposed 0.470 -> Applied -0.100 | Battery SOC is above the safe maximum. Continuing to charge risks overcharge and battery degradation.
2026-09-25 04:58:20 - Step 1128 | Zone 1 | REJECTED [SOC_HIGH] | SOC 1.000 | Proposed 0.242 -> Applied -0.100 | Battery SOC is above the safe maximum. Continuing to charge risks overcharge and battery degradation.
2026-09-25 04:58:20 - Step 1128 | Zone 3 | REJECTED [SOC_HIGH] | SOC 1.000 | Proposed 0.442 -> Applied -0.100 | Battery SOC is above the safe maximum. Continuing to charge risks overcharge and battery degradation.
2026-09-25 04:58:20 - Step 1129 | Zone 4 | REJECTED [SOC_HIGH] | SOC 1.000 | Proposed 0.283 -> Applied -0.100 | Battery SOC is above the safe maximum. Continuing to charge risks overcharge and battery degradation.
2026-09-25 04:58:20 - Step 1130 | Zone 3 | REJECTED [SOC_HIGH] | SOC 1.000 | Proposed 0.447 -> Applied -0.100 | Battery SOC is above the safe maximum. Continuing to charge risks overcharge and battery degradation.
2026-09-25 04:58:21 - Step 1131 | Zone 2 | REJECTED [SOC_HIGH] | SOC 1.000 | Proposed 0.184 -> Applied -0.100 | Battery SOC is above the safe maximum. Continuing to charge risks overcharge and battery degradation.
2026-09-25 04:58:21 - Step 1132 | Zone 3 | REJECTED [SOC_HIGH] | SOC 1.000 | Proposed 0.041 -> Applied -0.100 | Battery SOC is above the safe maximum. Continuing to charge risks overcharge and battery degradation.
2026-09-25 04:58:21 - Step 1133 | Zone 2 | REJECTED [SOC_HIGH] | SOC 1.000 | Proposed 0.231 -> Applied -0.100 | Battery SOC is above the safe maximum. Continuing to charge risks overcharge and battery degradation.
2026-09-25 04:58:21 - Step 1133 | Zone 4 | REJECTED [DEMAND_SPIKE] | SOC 0.459 | Proposed 0.230 -> Applied 0.000 | Building demand exceeded the allowed multiple of its recent average. Charging now would add to a demand spike and raise peak-demand cost.
2026-09-25 04:58:22 - Step 1135 | Zone 2 | REJECTED [SOC_HIGH] | SOC 0.964 | Proposed 0.011 -> Applied -0.100 | Battery SOC is above the safe maximum. Continuing to charge risks overcharge and battery degradation.
2026-09-25 04:58:23 - Step 1139 | Zone 1 | REJECTED [SOC_LOW] | SOC 0.000 | Proposed -0.121 -> Applied 0.100 | Battery SOC is below the safe minimum. Continuing to discharge risks an empty battery and forced grid import.
2026-09-25 04:58:24 - Step 1143 | Zone 0 | REJECTED [SOC_LOW] | SOC 0.000 | Proposed -0.415 -> Applied 0.100 | Battery SOC is below the safe minimum. Continuing to discharge risks an empty battery and forced grid import.
2026-09-25 04:58:24 - Step 1144 | Zone 2 | REJECTED [SOC_LOW] | SOC 0.000 | Proposed -0.192 -> Applied 0.100 | Battery SOC is below the safe minimum. Continuing to discharge risks an empty battery and forced grid import.
2026-09-25 04:58:24 - Step 1145 | Zone 0 | REJECTED [SOC_LOW] | SOC 0.000 | Proposed -0.179 -> Applied 0.100 | Battery SOC is below the safe minimum. Continuing to discharge risks an empty battery and forced grid import.
2026-09-25 04:58:24 - Step 1146 | Zone 2 | REJECTED [SOC_LOW] | SOC 0.000 | Proposed 0.072 -> Applied 0.100 | Battery SOC is below the safe minimum. Continuing to discharge risks an empty battery and forced grid import.
2026-09-25 04:58:25 - Step 1151 | Zone 1 | REJECTED [SOC_HIGH] | SOC 1.000 | Proposed 0.290 -> Applied -0.100 | Battery SOC is above the safe maximum. Continuing to charge risks overcharge and battery degradation.
2026-09-25 04:58:25 - Step 1151 | Zone 3 | REJECTED [SOC_HIGH] | SOC 1.000 | Proposed 0.150 -> Applied -0.100 | Battery SOC is above the safe maximum. Continuing to charge risks overcharge and battery degradation.
2026-09-25 04:58:25 - Step 1151 | Zone 4 | REJECTED [SOC_HIGH] | SOC 1.000 | Proposed 0.408 -> Applied -0.100 | Battery SOC is above the safe maximum. Continuing to charge risks overcharge and battery degradation.
2026-09-25 04:58:26 - Step 1152 | Zone 0 | REJECTED [SOC_HIGH] | SOC 0.955 | Proposed 0.364 -> Applied -0.100 | Battery SOC is above the safe maximum. Continuing to charge risks overcharge and battery degradation.
2026-09-25 04:58:26 - Step 1153 | Zone 3 | REJECTED [SOC_HIGH] | SOC 1.000 | Proposed 0.374 -> Applied -0.100 | Battery SOC is above the safe maximum. Continuing to charge risks overcharge and battery degradation.
2026-09-25 04:58:26 - Step 1153 | Zone 4 | REJECTED [SOC_HIGH] | SOC 1.000 | Proposed 0.442 -> Applied -0.100 | Battery SOC is above the safe maximum. Continuing to charge risks overcharge and battery degradation.
2026-09-25 04:58:26 - Step 1154 | Zone 0 | REJECTED [SOC_HIGH] | SOC 1.000 | Proposed -0.076 -> Applied -0.100 | Battery SOC is above the safe maximum. Continuing to charge risks overcharge and battery degradation.
2026-09-25 04:58:27 - Step 1159 | Zone 1 | REJECTED [SOC_LOW] | SOC 0.000 | Proposed 0.095 -> Applied 0.100 | Battery SOC is below the safe minimum. Continuing to discharge risks an empty battery and forced grid import.
2026-09-25 04:58:29 - Step 1168 | Zone 3 | REJECTED [SOC_HIGH] | SOC 0.953 | Proposed 0.203 -> Applied -0.100 | Battery SOC is above the safe maximum. Continuing to charge risks overcharge and battery degradation.
2026-09-25 04:58:29 - Step 1168 | Zone 4 | REJECTED [SOC_LOW] | SOC 0.000 | Proposed -0.108 -> Applied 0.100 | Battery SOC is below the safe minimum. Continuing to discharge risks an empty battery and forced grid import.
2026-09-25 04:58:30 - Step 1170 | Zone 4 | REJECTED [SOC_LOW] | SOC 0.022 | Proposed 0.081 -> Applied 0.100 | Battery SOC is below the safe minimum. Continuing to discharge risks an empty battery and forced grid import.
2026-09-25 04:58:31 - Step 1175 | Zone 4 | REJECTED [SOC_HIGH] | SOC 0.977 | Proposed 0.355 -> Applied -0.100 | Battery SOC is above the safe maximum. Continuing to charge risks overcharge and battery degradation.
2026-09-25 04:58:31 - Step 1176 | Zone 3 | REJECTED [SOC_HIGH] | SOC 0.960 | Proposed -0.022 -> Applied -0.100 | Battery SOC is above the safe maximum. Continuing to charge risks overcharge and battery degradation.
2026-09-25 04:58:31 - Step 1177 | Zone 0 | REJECTED [SOC_HIGH] | SOC 1.000 | Proposed 0.161 -> Applied -0.100 | Battery SOC is above the safe maximum. Continuing to charge risks overcharge and battery degradation.
2026-09-25 04:58:31 - Step 1177 | Zone 4 | REJECTED [SOC_HIGH] | SOC 1.000 | Proposed 0.439 -> Applied -0.100 | Battery SOC is above the safe maximum. Continuing to charge risks overcharge and battery degradation.
2026-09-25 04:58:33 - Step 1182 | Zone 2 | REJECTED [SOC_LOW] | SOC 0.000 | Proposed 0.097 -> Applied 0.100 | Battery SOC is below the safe minimum. Continuing to discharge risks an empty battery and forced grid import.
2026-09-25 04:58:33 - Step 1182 | Zone 4 | REJECTED [SOC_LOW] | SOC 0.000 | Proposed 0.083 -> Applied 0.100 | Battery SOC is below the safe minimum. Continuing to discharge risks an empty battery and forced grid import.
2026-09-25 04:58:33 - Step 1184 | Zone 2 | REJECTED [SOC_LOW] | SOC 0.000 | Proposed -0.122 -> Applied 0.100 | Battery SOC is below the safe minimum. Continuing to discharge risks an empty battery and forced grid import.
2026-09-25 04:58:33 - Step 1185 | Zone 4 | REJECTED [SOC_LOW] | SOC 0.000 | Proposed -0.154 -> Applied 0.100 | Battery SOC is below the safe minimum. Continuing to discharge risks an empty battery and forced grid import.
2026-09-25 04:58:34 - Step 1187 | Zone 3 | REJECTED [SOC_LOW] | SOC 0.000 | Proposed 0.087 -> Applied 0.100 | Battery SOC is below the safe minimum. Continuing to discharge risks an empty battery and forced grid import.
2026-09-25 04:58:35 - Step 1190 | Zone 3 | REJECTED [SOC_LOW] | SOC 0.007 | Proposed -0.100 -> Applied 0.100 | Battery SOC is below the safe minimum. Continuing to discharge risks an empty battery and forced grid import.
2026-09-25 04:58:35 - Step 1192 | Zone 3 | REJECTED [SOC_LOW] | SOC 0.000 | Proposed -0.447 -> Applied 0.100 | Battery SOC is below the safe minimum. Continuing to discharge risks an empty battery and forced grid import.
2026-09-25 04:58:35 - Step 1194 | Zone 3 | REJECTED [SOC_LOW] | SOC 0.000 | Proposed -0.402 -> Applied 0.100 | Battery SOC is below the safe minimum. Continuing to discharge risks an empty battery and forced grid import.
2026-09-25 04:58:37 - Step 1198 | Zone 3 | REJECTED [SOC_LOW] | SOC 0.042 | Proposed 0.094 -> Applied 0.100 | Battery SOC is below the safe minimum. Continuing to discharge risks an empty battery and forced grid import.
2026-09-25 04:58:37 - Step 1201 | Zone 0 | REJECTED [SOC_LOW] | SOC 0.000 | Proposed 0.069 -> Applied 0.100 | Battery SOC is below the safe minimum. Continuing to discharge risks an empty battery and forced grid import.
2026-09-25 04:58:37 - Step 1201 | Zone 1 | REJECTED [SOC_LOW] | SOC 0.000 | Proposed 0.052 -> Applied 0.100 | Battery SOC is below the safe minimum. Continuing to discharge risks an empty battery and forced grid import.
2026-09-25 04:58:37 - Step 1201 | Zone 4 | REJECTED [SOC_LOW] | SOC 0.000 | Proposed -0.072 -> Applied 0.100 | Battery SOC is below the safe minimum. Continuing to discharge risks an empty battery and forced grid import.
2026-09-25 04:58:39 - Step 1208 | Zone 2 | REJECTED [SOC_LOW] | SOC 0.000 | Proposed -0.035 -> Applied 0.100 | Battery SOC is below the safe minimum. Continuing to discharge risks an empty battery and forced grid import.
2026-09-25 04:58:41 - Step 1217 | Zone 3 | REJECTED [SOC_HIGH] | SOC 0.968 | Proposed -0.044 -> Applied -0.100 | Battery SOC is above the safe maximum. Continuing to charge risks overcharge and battery degradation.
2026-09-25 04:58:41 - Step 1219 | Zone 0 | REJECTED [SOC_HIGH] | SOC 1.000 | Proposed 0.356 -> Applied -0.100 | Battery SOC is above the safe maximum. Continuing to charge risks overcharge and battery degradation.
2026-09-25 04:58:43 - Step 1227 | Zone 3 | REJECTED [SOC_LOW] | SOC 0.000 | Proposed -0.351 -> Applied 0.100 | Battery SOC is below the safe minimum. Continuing to discharge risks an empty battery and forced grid import.
2026-09-25 04:58:45 - Step 1236 | Zone 2 | REJECTED [SOC_HIGH] | SOC 0.975 | Proposed 0.165 -> Applied -0.100 | Battery SOC is above the safe maximum. Continuing to charge risks overcharge and battery degradation.
2026-09-25 04:58:46 - Step 1238 | Zone 2 | REJECTED [SOC_HIGH] | SOC 0.976 | Proposed 0.225 -> Applied -0.100 | Battery SOC is above the safe maximum. Continuing to charge risks overcharge and battery degradation.
2026-09-25 04:58:46 - Step 1239 | Zone 0 | REJECTED [SOC_HIGH] | SOC 1.000 | Proposed 0.372 -> Applied -0.100 | Battery SOC is above the safe maximum. Continuing to charge risks overcharge and battery degradation.
2026-09-25 04:58:46 - Step 1240 | Zone 2 | REJECTED [SOC_HIGH] | SOC 1.000 | Proposed 0.212 -> Applied -0.100 | Battery SOC is above the safe maximum. Continuing to charge risks overcharge and battery degradation.
